frame,object_name,yolo_confidence,depth_ft,used_vlm,output_text,latency_ms,direction
38,person,0.254,28.67,0,[FAST MODE - HIGH CONF],186.95,left
39,potted plant,0.261,16.8,0,[FAST MODE - HIGH CONF],185.49,left
40,person,0.271,28.19,0,[FAST MODE - HIGH CONF],170.18,left
41,person,0.304,26.44,0,[FAST MODE - HIGH CONF],160.42,left
42,person,0.271,26.12,0,[FAST MODE - HIGH CONF],196.42,left
43,bench,0.308,25.6,0,[FAST MODE - HIGH CONF],179.79,left
44,bench,0.306,24.75,0,[FAST MODE - HIGH CONF],179.82,left
45,person,0.269,25.02,0,[FAST MODE - HIGH CONF],179.03,left
46,person,0.378,27.21,0,[FAST MODE - HIGH CONF],159.24,left
47,person,0.251,25.98,0,[FAST MODE - HIGH CONF],153.02,left
48,clock,0.273,20.79,0,[FAST MODE - HIGH CONF],156.68,right
49,person,0.318,27.92,0,[FAST MODE - HIGH CONF],156.55,left
50,person,0.265,27.63,0,[FAST MODE - HIGH CONF],168.95,left
51,person,0.251,28.49,0,[FAST MODE - HIGH CONF],161.82,left
52,person,0.278,28.74,0,[FAST MODE - HIGH CONF],166.06,left
53,person,0.251,27.3,0,[FAST MODE - HIGH CONF],143.25,left
54,person,0.25,27.11,0,[FAST MODE - HIGH CONF],158.75,left
55,person,0.252,24.09,0,[FAST MODE - HIGH CONF],206.08,left
56,clock,0.461,20.95,0,[FAST MODE - HIGH CONF],201.97,right
57,clock,0.375,21.62,0,[FAST MODE - HIGH CONF],176.52,right
58,bench,0.281,25.32,0,[FAST MODE - HIGH CONF],198.43,left
59,person,0.25,27.32,0,[FAST MODE - HIGH CONF],167.75,left
60,potted plant,0.502,27.75,0,[FAST MODE - HIGH CONF],200.31,right
61,person,0.258,28.81,0,[FAST MODE - HIGH CONF],203.02,left
62,person,0.253,28.44,0,[FAST MODE - HIGH CONF],204.54,left
63,person,0.251,29.49,0,[FAST MODE - HIGH CONF],172.65,left
64,person,0.288,28.72,0,[FAST MODE - HIGH CONF],171.94,left
65,person,0.285,29.28,0,[FAST MODE - HIGH CONF],171.42,left
66,person,0.292,29.16,0,[FAST MODE - HIGH CONF],171.76,left
67,person,0.28,29.53,0,[FAST MODE - HIGH CONF],144.98,left
68,person,0.264,29.75,0,[FAST MODE - HIGH CONF],146.07,left
69,person,0.263,24.49,0,[FAST MODE - HIGH CONF],173.01,left
70,person,0.307,29.39,0,[FAST MODE - HIGH CONF],177.82,left
71,person,0.28,29.67,0,[FAST MODE - HIGH CONF],586.24,left
72,potted plant,0.255,28.9,0,[FAST MODE - HIGH CONF],199.18,left
73,person,0.322,29.68,0,[FAST MODE - HIGH CONF],177.07,left
74,person,0.3,26.94,0,[FAST MODE - HIGH CONF],175.53,left
75,person,0.268,29.14,0,[FAST MODE - HIGH CONF],171.28,left
76,person,0.261,27.33,0,[FAST MODE - HIGH CONF],191.08,left
77,person,0.257,29.41,0,[FAST MODE - HIGH CONF],227.63,left
78,potted plant,0.306,24.3,0,[FAST MODE - HIGH CONF],175.16,right
79,potted plant,0.357,23.94,0,[FAST MODE - HIGH CONF],172.38,right
80,person,0.253,29.48,0,[FAST MODE - HIGH CONF],154.25,left
81,person,0.295,28.28,0,[FAST MODE - HIGH CONF],135.88,left
82,person,0.269,28.89,0,[FAST MODE - HIGH CONF],218.73,left
83,clock,0.252,21.01,0,[FAST MODE - HIGH CONF],167.55,right
84,potted plant,0.34,23.65,0,[FAST MODE - HIGH CONF],157.4,right
85,potted plant,0.288,28.94,0,[FAST MODE - HIGH CONF],156.46,left
86,potted plant,0.29,29.01,0,[FAST MODE - HIGH CONF],154.63,left
87,potted plant,0.274,29.51,0,[FAST MODE - HIGH CONF],171.46,left
88,potted plant,0.252,29.84,0,[FAST MODE - HIGH CONF],160.11,left
89,person,0.272,27.4,0,[FAST MODE - HIGH CONF],175.84,left
90,person,0.27,27.82,0,[FAST MODE - HIGH CONF],167.33,left
91,person,0.406,28.42,0,[FAST MODE - HIGH CONF],159.18,left
92,person,0.444,29.36,0,[FAST MODE - HIGH CONF],154.06,left
93,potted plant,0.448,23.95,0,[FAST MODE - HIGH CONF],150.86,right
94,potted plant,0.413,24.34,0,[FAST MODE - HIGH CONF],167.81,right
95,person,0.314,29.02,0,[FAST MODE - HIGH CONF],155.24,left
96,person,0.263,26.99,0,[FAST MODE - HIGH CONF],158.3,left
97,person,0.328,28.27,0,[FAST MODE - HIGH CONF],225.5,left
98,person,0.385,28.57,0,[FAST MODE - HIGH CONF],179.61,left
99,potted plant,0.373,24.48,0,[FAST MODE - HIGH CONF],198.02,right
100,potted plant,0.373,23.87,0,[FAST MODE - HIGH CONF],216.51,right
101,potted plant,0.4,24.05,0,[FAST MODE - HIGH CONF],166.73,right
102,person,0.291,26.67,0,[FAST MODE - HIGH CONF],171.93,left
103,potted plant,0.252,29.03,0,[FAST MODE - HIGH CONF],187.26,left
104,potted plant,0.279,29.35,0,[FAST MODE - HIGH CONF],197.79,left
105,potted plant,0.267,29.62,0,[FAST MODE - HIGH CONF],231.77,left
106,person,0.267,29.92,0,[FAST MODE - HIGH CONF],268.55,left
107,potted plant,0.275,29.48,0,[FAST MODE - HIGH CONF],229.33,left
108,potted plant,0.251,29.49,0,[FAST MODE - HIGH CONF],203.41,left
109,potted plant,0.325,26.04,0,[FAST MODE - HIGH CONF],193.76,right
110,potted plant,0.26,29.95,0,[FAST MODE - HIGH CONF],215.72,left
111,potted plant,0.257,29.93,0,[FAST MODE - HIGH CONF],212.63,left
112,potted plant,0.265,30.52,0,[FAST MODE - HIGH CONF],309.87,left
113,bench,0.282,27.91,0,[FAST MODE - HIGH CONF],219.37,left
114,potted plant,0.273,28.27,0,[FAST MODE - HIGH CONF],247.45,left
115,potted plant,0.263,28.63,0,[FAST MODE - HIGH CONF],203.72,left
116,potted plant,0.254,28.47,0,[FAST MODE - HIGH CONF],201.33,left
117,potted plant,0.268,29.61,0,[FAST MODE - HIGH CONF],187.84,right
118,potted plant,0.257,30.3,0,[FAST MODE - HIGH CONF],199.3,left
119,person,0.259,28.87,0,[FAST MODE - HIGH CONF],190.86,left
120,person,0.251,30.09,0,[FAST MODE - HIGH CONF],182.32,left
121,person,0.251,31.52,0,[FAST MODE - HIGH CONF],219.98,left
122,potted plant,0.26,29.43,0,[FAST MODE - HIGH CONF],207.36,right
123,potted plant,0.262,26.36,0,[FAST MODE - HIGH CONF],206.94,right
124,potted plant,0.262,29.67,0,[FAST MODE - HIGH CONF],203.34,left
125,potted plant,0.258,29.47,0,[FAST MODE - HIGH CONF],295.05,left
126,potted plant,0.26,29.24,0,[FAST MODE - HIGH CONF],189.11,right
127,potted plant,0.253,29.13,0,[FAST MODE - HIGH CONF],206.92,right
128,bench,0.279,16.33,0,[FAST MODE - HIGH CONF],241.54,left
129,potted plant,0.258,29.34,0,[FAST MODE - HIGH CONF],201.56,right
130,potted plant,0.268,25.8,0,[FAST MODE - HIGH CONF],206.24,right
131,potted plant,0.267,26.24,0,[FAST MODE - HIGH CONF],202.28,right
132,potted plant,0.365,29.47,0,[FAST MODE - HIGH CONF],217.63,right
133,potted plant,0.253,26.24,0,[FAST MODE - HIGH CONF],196.81,right
134,person,0.259,28.3,0,[FAST MODE - HIGH CONF],195.06,left
135,potted plant,0.27,26.19,0,[FAST MODE - HIGH CONF],188.72,right
136,potted plant,0.291,26.42,0,[FAST MODE - HIGH CONF],200.87,right
137,potted plant,0.256,29.77,0,[FAST MODE - HIGH CONF],205.81,left
138,potted plant,0.262,26.34,0,[FAST MODE - HIGH CONF],201.05,right
139,potted plant,0.258,26.12,0,[FAST MODE - HIGH CONF],205.52,right
140,potted plant,0.251,26.51,0,[FAST MODE - HIGH CONF],187.76,right
141,potted plant,0.254,25.86,0,[FAST MODE - HIGH CONF],187.9,right
142,potted plant,0.254,29.93,0,[FAST MODE - HIGH CONF],194,left
143,potted plant,0.283,24.76,0,[FAST MODE - HIGH CONF],199.08,right
144,potted plant,0.255,25.24,0,[FAST MODE - HIGH CONF],205.04,right
145,potted plant,0.256,30.14,0,[FAST MODE - HIGH CONF],212.5,left
146,potted plant,0.269,29.46,0,[FAST MODE - HIGH CONF],202.34,left
147,person,0.265,30.25,0,[FAST MODE - HIGH CONF],181.43,left
148,person,0.26,29.94,0,[FAST MODE - HIGH CONF],155.79,left
149,person,0.254,30.15,0,[FAST MODE - HIGH CONF],160.86,left
150,potted plant,0.262,29.65,0,[FAST MODE - HIGH CONF],181.22,left
151,person,0.304,29.74,0,[FAST MODE - HIGH CONF],197.54,left
152,person,0.262,29.92,0,[FAST MODE - HIGH CONF],186.78,left
153,person,0.291,30.49,0,[FAST MODE - HIGH CONF],185.69,left
154,person,0.3,30.92,0,[FAST MODE - HIGH CONF],186.73,left
155,potted plant,0.337,28.62,0,[FAST MODE - HIGH CONF],183.07,right
156,potted plant,0.316,23.71,0,[FAST MODE - HIGH CONF],184.06,right
157,potted plant,0.255,28.84,0,[FAST MODE - HIGH CONF],183.82,left
158,person,0.261,30.09,0,[FAST MODE - HIGH CONF],201.81,left
159,potted plant,0.291,30.35,0,[FAST MODE - HIGH CONF],203.17,left
160,potted plant,0.271,30.24,0,[FAST MODE - HIGH CONF],206.74,left
161,potted plant,0.26,29.47,0,[FAST MODE - HIGH CONF],201.41,right
162,potted plant,0.277,24.43,0,[FAST MODE - HIGH CONF],184.07,right
163,potted plant,0.287,29.89,0,[FAST MODE - HIGH CONF],180.83,left
164,potted plant,0.252,24.2,0,[FAST MODE - HIGH CONF],172.96,right
165,person,0.344,29.83,0,[FAST MODE - HIGH CONF],161.14,left
166,bench,0.276,4,0,[FAST MODE - TOO CLOSE],163.7,left
167,person,0.36,30.58,0,[FAST MODE - HIGH CONF],159.03,left
168,potted plant,0.263,29.24,0,[FAST MODE - HIGH CONF],183.56,left
169,potted plant,0.253,23.93,0,[FAST MODE - HIGH CONF],164.18,right
170,potted plant,0.253,29.1,0,[FAST MODE - HIGH CONF],156.82,right
171,potted plant,0.266,29.29,0,[FAST MODE - HIGH CONF],160.74,right
172,potted plant,0.281,29.18,0,[FAST MODE - HIGH CONF],166.84,right
173,chair,0.275,19.15,0,[FAST MODE - HIGH CONF],163.85,left
174,potted plant,0.266,7.34,0,[FAST MODE - TOO CLOSE],160.34,left
175,chair,0.299,16.72,0,[FAST MODE - HIGH CONF],153.94,left
176,potted plant,0.327,29.1,0,[FAST MODE - HIGH CONF],154.28,left
177,potted plant,0.329,29.22,0,[FAST MODE - HIGH CONF],152.96,left
178,potted plant,0.269,11.54,0,[FAST MODE - HIGH CONF],160.2,left
179,person,0.28,29.37,0,[FAST MODE - HIGH CONF],152.01,left
180,person,0.287,29.33,0,[FAST MODE - HIGH CONF],167.55,left
181,chair,0.362,24.46,0,[FAST MODE - HIGH CONF],165.19,left
182,person,0.323,28.89,0,[FAST MODE - HIGH CONF],155.15,left
183,potted plant,0.274,24.15,0,[FAST MODE - HIGH CONF],148.45,right
184,potted plant,0.273,24.87,0,[FAST MODE - HIGH CONF],156.76,right
185,potted plant,0.274,28.92,0,[FAST MODE - HIGH CONF],156.96,left
186,person,0.264,29.81,0,[FAST MODE - HIGH CONF],150.56,left
187,potted plant,0.254,24.19,0,[FAST MODE - HIGH CONF],184.74,right
188,potted plant,0.275,27.73,0,[FAST MODE - HIGH CONF],153.62,right
189,potted plant,0.267,28.34,0,[FAST MODE - HIGH CONF],148.17,right
190,potted plant,0.263,28.52,0,[FAST MODE - HIGH CONF],162.32,right
191,potted plant,0.278,23.52,0,[FAST MODE - HIGH CONF],163.48,right
192,potted plant,0.257,27.51,0,[FAST MODE - HIGH CONF],152.89,right
193,person,0.287,27.17,0,[FAST MODE - HIGH CONF],159.69,left
194,person,0.285,27.37,0,[FAST MODE - HIGH CONF],158.5,left
195,person,0.262,28.55,0,[FAST MODE - HIGH CONF],154.43,left
196,person,0.264,28.16,0,[FAST MODE - HIGH CONF],161.53,left
197,person,0.257,28.4,0,[FAST MODE - HIGH CONF],148.22,left
198,person,0.268,27.52,0,[FAST MODE - HIGH CONF],149.17,left
199,potted plant,0.269,28.21,0,[FAST MODE - HIGH CONF],149.08,left
200,person,0.315,28.49,0,[FAST MODE - HIGH CONF],158.97,left
201,person,0.266,27.75,0,[FAST MODE - HIGH CONF],158.35,left
202,person,0.264,26.16,0,[FAST MODE - HIGH CONF],165.06,left
203,person,0.272,29.17,0,[FAST MODE - HIGH CONF],167.68,left
204,person,0.251,29.13,0,[FAST MODE - HIGH CONF],154.29,left
205,person,0.261,26.71,0,[FAST MODE - HIGH CONF],170.78,left
206,chair,0.282,25.23,0,[FAST MODE - HIGH CONF],155.29,left
207,person,0.273,26.74,0,[FAST MODE - HIGH CONF],160.11,left
208,person,0.267,28.12,0,[FAST MODE - HIGH CONF],153.72,left
209,person,0.259,25.76,0,[FAST MODE - HIGH CONF],149.63,left
210,person,0.25,25.41,0,[FAST MODE - HIGH CONF],149.32,left
211,person,0.294,27.84,0,[FAST MODE - HIGH CONF],152.85,left
212,person,0.269,28.32,0,[FAST MODE - HIGH CONF],148.89,left
213,person,0.256,26.18,0,[FAST MODE - HIGH CONF],153.12,left
214,person,0.275,28.25,0,[FAST MODE - HIGH CONF],155.92,left
215,person,0.292,26.09,0,[FAST MODE - HIGH CONF],151.94,left
216,person,0.267,25.17,0,[FAST MODE - HIGH CONF],151.14,left
217,person,0.251,26.22,0,[FAST MODE - HIGH CONF],153.98,left
218,bench,0.306,23.22,0,[FAST MODE - HIGH CONF],151.18,left
219,person,0.313,26.9,0,[FAST MODE - HIGH CONF],151.04,left
220,bench,0.259,24.99,0,[FAST MODE - HIGH CONF],152.35,left
221,bench,0.263,26.13,0,[FAST MODE - HIGH CONF],139.66,left
222,person,0.251,28.9,0,[FAST MODE - HIGH CONF],153.85,left
223,person,0.251,27.83,0,[FAST MODE - HIGH CONF],157.42,left
224,chair,0.251,23.52,0,[FAST MODE - HIGH CONF],126.46,left
225,person,0.277,25.81,0,[FAST MODE - HIGH CONF],126.66,left
226,person,0.253,25.51,0,[FAST MODE - HIGH CONF],149.06,left
227,person,0.274,28.04,0,[FAST MODE - HIGH CONF],157.53,left
228,person,0.287,24.99,0,[FAST MODE - HIGH CONF],152.75,left
229,person,0.265,26.01,0,[FAST MODE - HIGH CONF],157.72,left
230,person,0.266,24.91,0,[FAST MODE - HIGH CONF],156.4,left
231,chair,0.275,22.94,0,[FAST MODE - HIGH CONF],160.73,left
232,person,0.276,24.68,0,[FAST MODE - HIGH CONF],155.69,left
233,potted plant,0.25,21.67,0,[FAST MODE - HIGH CONF],159.01,left
234,chair,0.267,22.36,0,[FAST MODE - HIGH CONF],160.34,left
235,potted plant,0.268,20.68,0,[FAST MODE - HIGH CONF],181.12,left
236,bench,0.256,22.22,0,[FAST MODE - HIGH CONF],162,left
237,person,0.256,23.13,0,[FAST MODE - HIGH CONF],184.28,left
238,person,0.251,23.23,0,[FAST MODE - HIGH CONF],158.44,left
239,person,0.266,23.07,0,[FAST MODE - HIGH CONF],156.23,left
240,person,0.25,21.68,0,[FAST MODE - HIGH CONF],152.57,left
241,person,0.289,21.59,0,[FAST MODE - HIGH CONF],149.41,left
242,person,0.25,26.69,0,[FAST MODE - HIGH CONF],154.61,left
243,person,0.26,23.74,0,[FAST MODE - HIGH CONF],180.53,left
244,person,0.267,23.28,0,[FAST MODE - HIGH CONF],166.67,left
245,chair,0.264,21.6,0,[FAST MODE - HIGH CONF],161.84,left
246,chair,0.271,22.37,0,[FAST MODE - HIGH CONF],166.43,left
247,chair,0.252,22.31,0,[FAST MODE - HIGH CONF],217.28,left
248,person,0.312,24.85,0,[FAST MODE - HIGH CONF],157.03,left
249,potted plant,0.256,24.16,0,[FAST MODE - HIGH CONF],171.57,right
250,person,0.254,22.1,0,[FAST MODE - HIGH CONF],195.01,left
251,potted plant,0.272,23.46,0,[FAST MODE - HIGH CONF],214,right
252,potted plant,0.274,18.57,0,[FAST MODE - HIGH CONF],205.36,left
253,person,0.257,23.35,0,[FAST MODE - HIGH CONF],169.5,left
254,chair,0.263,20.82,0,[FAST MODE - HIGH CONF],150.57,left
255,chair,0.265,21.26,0,[FAST MODE - HIGH CONF],165.29,left
256,chair,0.284,21.91,0,[FAST MODE - HIGH CONF],163.3,left
257,potted plant,0.259,19.63,0,[FAST MODE - HIGH CONF],166.16,right
258,person,0.279,23.69,0,[FAST MODE - HIGH CONF],170.75,left
259,bench,0.353,20.74,0,[FAST MODE - HIGH CONF],150.34,left
260,chair,0.269,21.07,0,[FAST MODE - HIGH CONF],160.6,left
261,bench,0.284,20.7,0,[FAST MODE - HIGH CONF],187.6,left
262,bench,0.261,21.3,0,[FAST MODE - HIGH CONF],191.74,left
263,potted plant,0.25,17.77,0,[FAST MODE - HIGH CONF],152.63,right
264,person,0.267,21.4,0,[FAST MODE - HIGH CONF],153.65,left
265,chair,0.279,20.17,0,[FAST MODE - HIGH CONF],155.46,left
266,person,0.258,25.57,0,[FAST MODE - HIGH CONF],153.51,left
267,person,0.262,25.16,0,[FAST MODE - HIGH CONF],191.36,left
268,chair,0.257,19.52,0,[FAST MODE - HIGH CONF],176.75,left
269,person,0.263,25.48,0,[FAST MODE - HIGH CONF],164.92,left
270,person,0.316,24.94,0,[FAST MODE - HIGH CONF],177.05,left
271,chair,0.364,21.78,0,[FAST MODE - HIGH CONF],176.43,left
272,person,0.255,25.02,0,[FAST MODE - HIGH CONF],164.17,left
273,person,0.289,24.15,0,[FAST MODE - HIGH CONF],161.39,left
274,person,0.26,21.72,0,[FAST MODE - HIGH CONF],155.77,left
275,person,0.256,24.47,0,[FAST MODE - HIGH CONF],140.94,left
276,potted plant,0.268,20.04,0,[FAST MODE - HIGH CONF],164.6,right
277,person,0.319,24.46,0,[FAST MODE - HIGH CONF],167.47,left
278,chair,0.308,20.83,0,[FAST MODE - HIGH CONF],149.83,left
279,bench,0.287,20.72,0,[FAST MODE - HIGH CONF],166.04,left
280,bench,0.271,19.99,0,[FAST MODE - HIGH CONF],163.21,left
281,person,0.317,23.17,0,[FAST MODE - HIGH CONF],206.18,left
282,potted plant,0.335,20.58,0,[FAST MODE - HIGH CONF],207.18,right
283,chair,0.325,22.49,0,[FAST MODE - HIGH CONF],208.28,left
284,chair,0.314,22.12,0,[FAST MODE - HIGH CONF],171.35,left
285,bench,0.291,21.46,0,[FAST MODE - HIGH CONF],165.64,left
286,bench,0.286,19.91,0,[FAST MODE - HIGH CONF],165.14,left
287,person,0.325,25.05,0,[FAST MODE - HIGH CONF],167.56,left
288,person,0.282,25.2,0,[FAST MODE - HIGH CONF],165.68,left
289,potted plant,0.27,17.04,0,[FAST MODE - HIGH CONF],167.59,right
290,potted plant,0.255,18.25,0,[FAST MODE - HIGH CONF],165.17,right
291,person,0.251,25.08,0,[FAST MODE - HIGH CONF],211.96,left
292,person,0.252,28.3,0,[FAST MODE - HIGH CONF],211.77,left
293,person,0.254,25.72,0,[FAST MODE - HIGH CONF],213.21,left
294,potted plant,0.283,24.01,0,[FAST MODE - HIGH CONF],171.9,right
295,potted plant,0.278,22.57,0,[FAST MODE - HIGH CONF],210.6,right
296,chair,0.252,20.76,0,[FAST MODE - HIGH CONF],188.84,left
297,bench,0.251,22.39,0,[FAST MODE - HIGH CONF],242.38,left
298,chair,0.27,21.29,0,[FAST MODE - HIGH CONF],212.32,left
299,potted plant,0.285,23.6,0,[FAST MODE - HIGH CONF],198.52,right
300,potted plant,0.253,18.43,0,[FAST MODE - HIGH CONF],166.1,right
301,potted plant,0.262,21.84,0,[FAST MODE - HIGH CONF],207.97,right
302,bench,0.268,10.89,0,[FAST MODE - HIGH CONF],204.83,left
303,bench,0.251,8.73,0,[FAST MODE - TOO CLOSE],208.21,left
304,person,0.295,23.97,0,[FAST MODE - HIGH CONF],137.55,left
305,bench,0.258,20.4,0,[FAST MODE - HIGH CONF],147.25,left
306,bench,0.272,21.62,0,[FAST MODE - HIGH CONF],219.18,left
307,person,0.258,24.82,0,[FAST MODE - HIGH CONF],174.48,left
308,chair,0.267,20.42,0,[FAST MODE - HIGH CONF],213.72,left
309,person,0.267,25.14,0,[FAST MODE - HIGH CONF],215.83,left
310,person,0.295,26.68,0,[FAST MODE - HIGH CONF],178.36,left
311,person,0.267,27.44,0,[FAST MODE - HIGH CONF],173.97,left
312,potted plant,0.326,9.89,0,[FAST MODE - TOO CLOSE],186.48,left
313,person,0.308,23.14,0,[FAST MODE - HIGH CONF],177.08,left
314,person,0.258,26.66,0,[FAST MODE - HIGH CONF],212.91,left
315,potted plant,0.29,20.47,0,[FAST MODE - HIGH CONF],180.7,right
316,potted plant,0.268,19.21,0,[FAST MODE - HIGH CONF],186.75,right
317,potted plant,0.255,21.82,0,[FAST MODE - HIGH CONF],224.6,right
318,potted plant,0.26,20.86,0,[FAST MODE - HIGH CONF],185.89,right
319,person,0.271,25.72,0,[FAST MODE - HIGH CONF],188.47,left
320,chair,0.265,20.98,0,[FAST MODE - HIGH CONF],191.45,left
321,person,0.253,24.61,0,[FAST MODE - HIGH CONF],218.28,left
322,person,0.29,20.88,0,[FAST MODE - HIGH CONF],221.16,left
323,person,0.269,21.11,0,[FAST MODE - HIGH CONF],206.67,left
324,person,0.276,21.65,0,[FAST MODE - HIGH CONF],176.41,left
325,chair,0.367,20.36,0,[FAST MODE - HIGH CONF],183.27,left
326,person,0.393,25.75,0,[FAST MODE - HIGH CONF],174.58,left
327,person,0.268,25.26,0,[FAST MODE - HIGH CONF],166.76,left
328,person,0.288,23.87,0,[FAST MODE - HIGH CONF],167.05,left
329,person,0.376,26.74,0,[FAST MODE - HIGH CONF],162.24,left
330,person,0.336,24.82,0,[FAST MODE - HIGH CONF],171.86,left
331,person,0.263,25.53,0,[FAST MODE - HIGH CONF],177.09,left
332,person,0.295,23.95,0,[FAST MODE - HIGH CONF],170.7,left
333,person,0.255,25.26,0,[FAST MODE - HIGH CONF],172.74,left
334,person,0.259,24.66,0,[FAST MODE - HIGH CONF],172.56,left
335,person,0.253,23.98,0,[FAST MODE - HIGH CONF],191.59,left
336,person,0.261,24.29,0,[FAST MODE - HIGH CONF],404.9,left
337,chair,0.257,20.24,0,[FAST MODE - HIGH CONF],228.13,left
338,person,0.28,24.67,0,[FAST MODE - HIGH CONF],183.95,left
339,person,0.287,24.49,0,[FAST MODE - HIGH CONF],188.01,left
340,person,0.268,24.73,0,[FAST MODE - HIGH CONF],179.74,left
341,chair,0.274,20.23,0,[FAST MODE - HIGH CONF],213.86,left
342,person,0.25,25.07,0,[FAST MODE - HIGH CONF],198.9,left
343,person,0.259,21.55,0,[FAST MODE - HIGH CONF],162.4,left
344,person,0.274,20.62,0,[FAST MODE - HIGH CONF],166.04,left
345,chair,0.277,19.8,0,[FAST MODE - HIGH CONF],169.23,left
346,person,0.292,24.6,0,[FAST MODE - HIGH CONF],175.01,left
347,person,0.282,23.71,0,[FAST MODE - HIGH CONF],169.23,left
348,person,0.292,25.14,0,[FAST MODE - HIGH CONF],175.85,left
349,chair,0.297,19.2,0,[FAST MODE - HIGH CONF],164.28,left
350,person,0.282,25.39,0,[FAST MODE - HIGH CONF],174.91,left
351,chair,0.278,21.09,0,[FAST MODE - HIGH CONF],167.59,left
352,person,0.29,26.26,0,[FAST MODE - HIGH CONF],167.78,left
353,person,0.252,25.9,0,[FAST MODE - HIGH CONF],165.49,left
354,person,0.339,25.3,0,[FAST MODE - HIGH CONF],162.79,left
355,person,0.291,26.18,0,[FAST MODE - HIGH CONF],167.3,left
356,person,0.279,25.98,0,[FAST MODE - HIGH CONF],168.74,left
357,person,0.254,27.02,0,[FAST MODE - HIGH CONF],167.61,left
358,person,0.316,25.13,0,[FAST MODE - HIGH CONF],160.82,left
359,person,0.274,25.52,0,[FAST MODE - HIGH CONF],173.43,left
360,chair,0.312,20.81,0,[FAST MODE - HIGH CONF],164.55,left
361,chair,0.278,20.73,0,[FAST MODE - HIGH CONF],167.5,left
362,person,0.295,24.97,0,[FAST MODE - HIGH CONF],174.2,left
363,person,0.328,24.94,0,[FAST MODE - HIGH CONF],175.18,left
364,person,0.267,26.82,0,[FAST MODE - HIGH CONF],174.32,left
365,person,0.256,26.57,0,[FAST MODE - HIGH CONF],169.12,left
366,chair,0.272,19.98,0,[FAST MODE - HIGH CONF],190.34,left
367,person,0.266,24.98,0,[FAST MODE - HIGH CONF],173.32,left
368,person,0.253,26.4,0,[FAST MODE - HIGH CONF],177.19,left
369,person,0.266,25.57,0,[FAST MODE - HIGH CONF],168.27,left
370,person,0.273,24.76,0,[FAST MODE - HIGH CONF],173.99,left
371,person,0.28,25.48,0,[FAST MODE - HIGH CONF],171.48,left
372,person,0.265,26.28,0,[FAST MODE - HIGH CONF],174.88,left
373,person,0.299,25.71,0,[FAST MODE - HIGH CONF],157.95,left
374,person,0.265,26.27,0,[FAST MODE - HIGH CONF],175.4,left
375,person,0.258,24.83,0,[FAST MODE - HIGH CONF],173.94,left
376,person,0.303,26.42,0,[FAST MODE - HIGH CONF],169.93,left
